userName,score,at,content
Pengguna Google,5,2024-09-23 15:21:50,"cepat, mudah & terpercaya...👍👍👍"
Pengguna Google,5,2022-12-01 17:05:21,"saya pemakai traveloka cukup lama, tapi akhir2 ini kenapa syarat utk dapat potongan atau diskon jd lebih sulit ya... harga2nya juga kurang bersaing.. tp prmbayaran dan lainnya mudah. bonus2 kurang.."
Pengguna Google,5,2024-07-29 04:58:41,Bisa tambahkan menu tiket pelni ngak? Mau beli tiket pelni ribet kebanyakan calonya ☹️
Pengguna Google,5,2021-07-16 20:18:37,"Liburan gampang ya pake traveloka, gaperlu pusing-pusing cari diskon, di traveloka banyak diskonyaa , apk nya sangat user friendly, gak ribet, dan sangat membantu cocok banget nih buat kamu yang suka liburan, happy vacation!"
Pengguna Google,1,2020-06-16 22:51:39,"Mengajukan refund dari bulan april lalu yang terhitung sudah hampir mau 3 bulan, belum ada perkembangan juga. Rasanya kapok banget deh pake Traveloka ini, bayar tiket harus cepat 2 jam doang. Sekalinya refund balikin uang lamanya 3 bulan 😂. Minta pengertiannya oke baik, silahkan tapi sampai kapan harus nunggunya? Parah banget"
Pengguna Google,5,2024-09-26 19:09:29,Sangat membantu dan cepat tanggap
Pengguna Google,1,2018-12-04 16:05:43,"Terkadang harganya tidak make sense,mahal banget !! Ekonomi harganya 4x harga situs maskapai,itu hampir seperti kelas bisnis wtf!? Otomatisasi naik harga bolehlah tp jangan terlalu keterlaluan. Uninstallah pake paket yg ada situs dimaskapai"
Pengguna Google,1,2020-08-27 10:17:47,Saya Pesan maskapai Citylink tujuan Surabya lombok. di iklan sudah jelas FREERAPID tapi kenapa sy gak dapat pelayanan FREERAPID Stelah sy lakukan cek ke kantor citylink ktnya program rapid tes sudah tidak berlaku lagi. sementara di IKLAN TRAVELOKA FREE RAPID TES. Sy kecewa bgt dengan pelayanan dan PEMBODOHAN IKLAN Seperti ini..
Pengguna Google,1,2019-05-05 12:43:57,"Harga tiket murah tidak ada lg, Air Asia pun tidak masuk aplikasi ini lg sebagai tiket maskapai murah. Kalau bgini terus harga tiket pesawat mahalnya, bs2 usaha pariwisata Indonesia bisa anjlok krn semua pada mikir ongkosnya yg mahal. mohon traveloka jg cari solusi lah, kalau traveloka tidak ada bedanya dengan aplikasi lain, bagus uninstall aja krn gak ada faedahnya jg. Dan saya sudah pake traveloka sejak 2014 sampai sekarang."
Pengguna Google,5,2023-03-18 13:35:05,"Hai Traveloka, Aplikasinya tidak bisa dibuka. Lebih dari semenit hanya tampilan 11tahun terus setiap mau buka. Sebelum update baik² saja. HP sudah saya restart, shut down tapi masih tidak bisa dibuka. Terima kasih."
Pengguna Google,1,2021-08-22 16:57:08,"Kecewa dengan Booking hotel di Slawi (tidak sesuai dengan yang di aplikasi), kecewa dengan Paylater (Plafond 30juta jarang pakai tiba tiba Rate berubah), ditawarkan Paylater Card berkali kali dan coba Apply namun tidak ada jawaban yang pasti. Jadi turun ke bintang satu karena 3X dikecewakan. Semoga menjadi perhatian."
Pengguna Google,5,2024-09-26 13:03:23,"lengkap,cepat,mantaplah..."
Pengguna Google,1,2023-09-25 17:56:48,"Booking tiket pas harga murah tpi pas masuk tahap pembayaran harganya pasti naik, trs saya keluarkan lagi ternyata harganya masih murah blm naik, saya booking ulang lagi dong tpi pas masuk tahap pembayaran harga tiba tiba naik lagi, pas dikeluarkan murah lagi dong, gimna si mau booking jdi bingung sendiri, emng gitu ya"
Pengguna Google,1,2023-02-11 16:31:19,"Tentang refund, traveloka jangan terlalu lama dong kasih dana nya,, masa harus sampai 90 hari,, Saya bayar transfer aja cuma dikasih waktu beberapa jam harus transfer,,, saya bayar cash bukan kredit sampai 90 hari,, lagian yg membatalkan penerbangan kan maskapainya,, harusnya dana refund bisa lebih cepat lagi dikembalikan supaya bisa dipakai untuk beli tiket baru,,.. Saya pelanggan setia traveloka sejak 2012, kalo sampai ini masih gini, saya bisa cari agen lain.."
Pengguna Google,1,2022-07-15 20:34:13,Aplikasi terburuk!!! Bisa pula sudah booking dari 2/7/22 untuk tgl 15/7/22 saat kami dah tiba dan mau check in rupanya dari Traveloka tidak melakukan reservasi kepihak hotel nya.alhasil solusi mereka cuma blg mau bantu pembatalan.suruh kami yg dari luar kota nggu 2jam nggu dihotel dah malam.mati sendiri nyari sendiri!!! Memang aplikasi taik.seumur hidup tak kupakai lagi kalian ya!! Yg mau pakai hati2 deh!! Bisa2 nasib kalian kayak saya!!!
Pengguna Google,1,2020-07-10 00:46:17,"Parah, udah pesan bayar hotel , pas mau check in, nama sy tidak terdaftar disistem hotel, udah nunggu 1 jam setengah belum ada, mana udah jam 23.52 malam.. Kacau!!! Akhirnya pesan di aplikasi lain,! Bisa.. Parah!"
Pengguna Google,4,2021-08-23 12:01:56,"Biasanya aku suka promo hunting salon di Traveloka Xperience. lumayan banget selisih harganya kl beli treatment salon/spa lewat traveloka. Tapi karena pandemi skrg, aku jadi lebih sering hunting promo hotel untuk staycation hehe, promonya mantep soalnya 🤩🤩"
Pengguna Google,1,2021-04-10 07:07:43,"Saya agak kecewa dengan traveloka saat ini, beberapa kali booking hotel tidak pernah ada masalah, tapi sekali ini sy memesan hotel waktu check in ternyata kata resepsionis oesanan saya tidak terdaftar. Bagaimana ini traveloka, sy sdh coba menulis pesan di kolom bantuan tapi nyatanya tidak terbantu sama sekali. Tidak bisa juga menghubungi melalui telp. Ribet sekali"
Pengguna Google,5,2020-08-28 18:09:16,"prosesnya cepat, pesan langsung ditanggapi walaupun perlu bbrp menit untuk menunggu, kekurangannya cuma satu, ketika transaksi aplikasi suka mengulang ke halaman awal lg jd tu bikin lama, jd bete ja sih"
Pengguna Google,1,2022-05-26 10:39:34,"pengajuan akun traveloka saya sudah selesai di tutup permanen Good,saatnya beralih transaksi perjalanan yang lebih baik menggunakan PegiPegi dengan transaksi perjalanan yang aman,nyaman,cepat dan terpercaya tanpa kendala yang berarti hanya PegiPegi satu satunya aplikasi perjalanan yang terbaik buat saya."
Pengguna Google,5,2021-08-07 19:40:44,"gak pernah ngecewain, dari lama aku selalu butuh beli tiket pulang pake Traveloka sekalian ngumpulin poin rewards nya juga, soalnya bisa dibeli pas lagi buru2 juga. Prosesnya juga gampang, mau bayar juga bisa transfer aja !! terbaik 👌"
Pengguna Google,1,2021-07-07 08:00:52,"Saya sudah booking hotel dan sudah bayar, ternyata hotelnya non aktif, dan sekarang saya minta diproses refund dari traveloka, katanya saya sudah check in :D check in bagaimana jika saya pesan hotel di 2 tempat berbeda di waktu sama, padahal sudah kasih bukti dari owner hotel untuk membatalkan checkin, tapi dari traveloka masih saja bilang proses saya tidak ada kendala, traveloka tidak bisa memfilter mana hotel yang masih beroperasi dan tidak, kalau gini caranya ya rugi"
Pengguna Google,5,2024-07-26 08:33:05,"simpel, mudah, aman, sangat membantu👍"
Pengguna Google,5,2021-03-03 17:09:51,"Aplikasi yg sdh merugikan saya karena sistem aplikasinya yg lelet dan ga jelas. Saya sdh melakukan pembayaran, tapi aplikasi traveloka mengirimkan pesan untuk melakukan pembayaran kembali. Ketika saya lakukan pembayaran ulang ternyata dapat pesan bahwa pesanan berhasil dan ternyata jadi double pesanan. Harap kembalikan dana saya. Saya tidak mau dipotong atas aplikasi anda yg sangat buruk. Nyesal beli tiket pesawat pake traveloka."
Pengguna Google,5,2024-05-13 15:54:37,"Mantap, layanan sangat mudah dipahami. Aplikasi andalan kalau pesan tiket pesawat. UI design nya juga keren"
Pengguna Google,2,2020-08-23 08:54:50,"Traveloka semakin aneh...limit dinaikkan trs..pembayaran selalu sblm jatuh tempo,gak pernah telat sama sekali,selalu ontime...tp status sementara dinonaktivkan...trs buat apa coba limit Dinaikkan???Traveloka Semakin ga jelas!"
Pengguna Google,1,2022-06-30 16:36:01,Kejadiannya sudah beberapa tahun yang lalu mau bayar paylater traveloka tapi di aplikasi ga muncul tagihan yang akhirnya kudu bayar pake transfer manual via bank bukan pake VA setelah dinyatakan lunas sekarang ditahun 2022 ditagih lagi lohhhh dan berimbas ke BI Checking....Mohon perbaiki sistemnya dong merugikan banget!
Pengguna Google,1,2021-02-21 10:52:16,"Sangat MENGECEWAKAN Jadwal yg berubah, berbeda dengan maskapai pnrbngan nya. Sangat tidak profesional.. bahkan pihak maskapai bilang app ini sudah sering diperingatkan. AUTO UNINSTAL, kapok sudah dengan app ini.."
Pengguna Google,5,2021-08-23 16:08:20,"Aplikasi keren dan berguna bgt walaupun skrg blm bisa traveling ke luar negeri lagi huhu kangen bgt ngeluarin passport ☹️ tapi masih sering pake traveloka untuk booking swab test antigen reguler karena aku setiap 2 minggu sekali pasti cek swab. Menurut aku harganya oke untuk swab test, kalau bisa makin ditambah ya pilihan tempat tes nya. trimakasih 🙏🏻"
Pengguna Google,5,2024-09-23 17:45:28,"Management nya okeee, customer care nya sangat baikkk 😍"
Pengguna Google,5,2020-04-04 06:24:07,"Aplikasi traveloka lumayan bagus, lengkap, fitur2 atau layanan promo jg. Harga yg muncul bukan php. Hanya sj harganya tdk bisa lbh murah dp aplikasi yg lain. Tp secara keseluruhan bagus dan recommended"
Pengguna Google,1,2020-04-05 17:56:39,"Males lagi pesen atau booking lewat traveloka, sudah mengajukan refund hotel terdampak covid 19 sudah semingguan ga ada jawaban dan audah 2 kali ngajuin malah yang jawab mesin dan jawabannya sama itu itu aja yang aturannya berbelit belit maaf beda sama agen travel yang lain langsung diproses beres saat itu juga ga pake lama. Kapok daah"
Pengguna Google,1,2019-12-20 22:13:26,"Aplikasi parah bgt. Costumer service nya tidak bisa memberikan solusi yg terbaik buat Keduany. Gabisa buat reschedule dan pembatalan, bahkan dipaksa buat bayar walaupun tidak memakai fasilitas traveloka."
Pengguna Google,1,2024-05-06 17:24:13,Pengajuan refund nya susah bgt d tolak terus mana point nya sma vouchet nya ga bsa d pake sama sekali Aneh bgt traveloka
Pengguna Google,5,2021-07-21 18:20:22,Beberapa kali staycation karena ada promo di aplikasi traveloka setiap hari Jumat. Pilihan hotel di menu clean accommodation nya juga bikin gak worry. Plus aplikasi traveloka ini juga gampang banget digunain. Gak sabar nungguin promo tiket pesawat/travelnya~
Pengguna Google,3,2024-04-26 20:18:00,Kecewa sekali dengan Traveloka😡😡😡 masa tiket pesawat tadi pagi cek murah pas siang cek LG langsung naik mahal nya baru penerbangan berganti LG lebih baik di Agoda 👍👍
Pengguna Google,3,2018-12-06 14:19:54,"Tolong aplikasi untuk kereta apinya, di perbagus lagi masak tiket ekonomi banyak kok yg dijual malah yg kelas tinggi semua, kalau untuk tiket pesawat alhamdulilah sangat bagus dan membantu, yg jelas utamakan penginapan dan semua tiket yg ada, dari termurah dulu, thanks traveloka"
Pengguna Google,4,2020-04-02 22:08:27,"Kenpa ya traveloka selalu telat memberikan notifikasi saya sudah bayar pay later tetapi tidak ada notifikasi berhasil sedangkan saya sudah membayar nya dan saldo saya di banking sudah terpotong,segera perbaiki masalah seperti ini saya sudah 2 kali seperti ini"
Pengguna Google,1,2020-07-08 18:12:15,Kalau saya sih simple. Tidak akan transaksi lagi di traveloka sebelum refund nya dikembalikan. Masih banyak aplikasi pesan tiket tempat lain. Sudah menunggu hampir 2bln tidak ad kejelasa. Kecewaaaaaa padahal alasan tiket dibatalkan krn pembatalan dari maskapai. Bukan dr penumpangnya.... Saya telp ke maskapai ternyata dana sudah dikirim ke traveloka. Jadi dana saya kemana ya. Apa ditimbun gtu biar apa cobaaa???
Pengguna Google,1,2019-12-04 22:58:02,"BURUK BURUK BURUKKKKK... Beda waktu keberangkatan kereta di Aplikasi dengan di Aktual. Di Aplikasi saya tertera Kereta berangkat jam 19.09, sedangkan saya tidak bisa cetak tiket, dan sekalianya saya tanyakan ke salah satu petugas, kereta saya ternyata sudah berangkat dari pukul 18.55 . Dan yang terjadi apa? Tiket saya hangus karna perbedaan waktu di aplikasi dengan aktual di stasiun, tidak bisa di ubah jadwal / di cancel. Aplikasi Buruk... SAMPAH"
Pengguna Google,1,2021-04-27 21:10:02,"Pengajuan paylatter di traveloka sangat sulit di aprov... ga semudah pengajuan di apklikasi yang lain sangat mengecewakan ! Buat kemajuan aplikasi seharusnya agar lebih mudah penganjuan paylatternya terlebih jikalau pengguna jelas jelas clear BI cekingnya. Maaf saya UNISTALL travelokanya ,sya sdh tidak tertarik kedepanya."
Pengguna Google,4,2021-08-29 18:06:12,"Traveloka sangat membantu saya dalam perjalanan kemanapun saya pergi dari mulai pembelian tiket transportasi sampai booking penginapan, selain itu banyak pilihan metode pembayaran, banyak promo/diskon menarik dan pelayanannya selalu terbaik... Sukses selalu Traveloka ❤️"
Pengguna Google,4,2024-08-20 20:30:45,Sangatlah penting untuk pembelian tiket untuk penerbangan
Pengguna Google,1,2019-06-10 22:20:40,"Perbaiki sistem pemesanan tiket pesawat terbang dan hotel yang sering menjebak. 2x mendapat pengalaman buruk di traveloka. pertama pemesanan tiket pesawat, di display tiket seolah-olah masih tersedia. Namun ketika akan diisued tidak bisa karena ternyata jadwal tersebut sudah tidak tersedia. Pengalaman kedua ketika memesan hotel, sudah dilakukan pembayaran namun tidak terbit bukti pemesanan. Setelah ditelpon ternyata ada kesalahan sistem yg ternyata kamar sdh full booked😢"
Pengguna Google,1,2019-09-30 20:36:26,"Aplikasi yang buruk.. harga yang tertera berubah ubah,setelah pesan tiket pesawat mau ke proses pembayaran harga langsung naik 100 persen padahal baru 1 menit saya proses dan saya ulang ulang sampai 10 kali tetap begini.. harga yang tercantum sebelum ke proses pembayaran berbeda 100 persen.. harap diperbaiki atau pengguna pindah ke aplikasi sebelah.. seperti sangat tidak profesional,dan saya jadi ragu untuk transaksi di aplikasi ini.."
Pengguna Google,1,2022-09-07 16:39:42,Awalnya saya sangat senang pake traveloka karena tidak ribet dan tidak ada biaya tersembunyi ( kecuali convenience fee ). Namun sekarang traveloka menambahkan biaya layanan sebesar 17.000. Wow sekali ya biaya layanan sebesar itu. Apa fungsi-nya biaya layanan tersebut? Dan untuk promo atau discount yang di tampilkan setiap di klik jawabannya selalu kupon sudah habis. Apakah itu hanya bahasa marketing agar customer tergiur dengan promo2-nya sehingga akan terus pake traveloka????
Pengguna Google,5,2024-05-07 00:35:45,"Aku selalu beli tiket pesawat,hotel,bus,dll di traveloka Karna murah banget,klau ad kendala lgsung aku tanyain dari Ig langsung gercep bgt ditanggapin,suka bgt de jdi klau LGI stres bukany langsung Traveloka buat healing"
Pengguna Google,5,2019-06-11 02:19:09,"Aplikasi yang mudah dan enak banget, sejauh ini saya tanpa kendala untuk pemesanan tiket KA, pesawat dan hotel. Gampang aja gitu, pernah disarankan apk lain yg katanya lbh murah nanti harganya drpd traveloka, tp enggak deh. Sejauh ini masih nyaman bgt kok heeee"
Pengguna Google,1,2022-04-29 20:05:51,"Kecewa dgn traveloka, tiket pesawat saya dibatalkan oleh maskapai & sdh konfirmasi ke pihak maskapai bahwa jika direfund tidak ada tambahan biaya. Namun, dari pihak traveloka sangat sulit untuk mengeluarkan e ticket baru. Sudah bekali-kali saya telp & email, namun responnya sangat lama. Masalah saya ini sudah berhari2 namun belum juga ada jalan keluarnya. Saya disuruh reschedule dengan adanya tambahan biaya yang tidak sedikit, padahal kebijakan maskapai tidak dipungut biaya"
Pengguna Google,1,2019-06-25 11:28:48,Baru sekarang kecewa dengan traveloka. Apa gunanya daftar paylater udah jadi pelanggan setia tapi giliran mau di pake ngak bisa karena limit tiba-tiba turun dengan alasan cs bahwa dilihat dari penggunaan paylater nya. lah saya sengaja ngak pake dulu karna ada saat nya baru di pake. Aneh!!!
Pengguna Google,4,2021-08-07 17:08:52,"best app! Semua yang aku butuhin buat travelling ada semua disini sih jadi lewat 1 aplikasi aja udah beres semuanya. lengkap sama review pengalaman orang lain juga, jd gak bikin salah pilih hotel, makin enak ada pilihan buat bayar pake traveloka paylater hehe"
Pengguna Google,1,2020-04-11 11:25:54,"traveloka disaat covid 19 tidak membantu sama sekali, sudah mengajukan refund ditolak dg mudahnya. reschedule juga gk bisa, hai traveloka dipikir saya bayar pakai daun? susah payah nabung untuk beli tiket malah uang terbuang siasia, jadwal penerbangan pun gk jelas, sudah reschedule dari maskapai garuda di acc, di aplikasi masih sama tgl nya. gajelas bgt aplikasi ini. pesanan masuk bnyk diterima giliran pembatalan masuk ga diterima!???! alasan jelas karna wabah. sangat tdk profesional."
Pengguna Google,1,2020-07-30 14:20:51,"Aplikasi paling buruk untuk merefund dana. Sangat kecewa menggunakan aplikasi traveloka, kembalikan dana saya sudah dari bulan mei mengajukan dan pihak maskapai sudah saya konfirmasi dan sudah mengembalikan dari bulan juni ke pihak traveloka. Tapi pihak traveloka tidak ada tindak lanjutnya. Malah pura-pura tidak tahu dan memberikan informasi palsu bilang uang belum dikembalikan pihak maskapai malah menawarkan kupon."
Pengguna Google,5,2019-05-20 06:54:51,Mudah dan murah dengan adanya traveloka sangat membantu untuk kita bersama keluarga dapat berkunjung serta bersilaturahim walau pun jarak memisahkan satu pulau ke satu pulau yang lain traveloka juga dilengkapi dengan aplikasi yang lengkap untuk memudahkan kita didalam berpergian sarana hotel kendaraan tampa harus kita berjalan untuk mencarinya cukup kita membuka aplikasinya kita sudah dapat terpenuhi dan untuk berpegian seorang diri traveloka sangat membantu tampa harus rebet mudah aplikasi
Pengguna Google,1,2023-09-19 17:41:21,"Tidak semua hotel baik disini, pengalaman saya menginap di Hotel POP Serpong BSD City sangat mengecewakan, pesan sebelum jam check-in, datang malam status kamar masih penuh, sampai tengah malam pun tidak ada kejelasan, dan tidak bisa di refund!, akhirnya saya pesan offline hotel di lokasi lain, dan setelah ada tanggapan dari pihak traveloka, hasilnya tetap sama dan malah buang² waktu, intinya unistal traveloka dan jangan pernah dipakai lagi 😁"
Pengguna Google,4,2019-06-21 15:39:43,"Utk semua fiturnya oke semua, limit paylater bertambah menyesuaikan aktifitas transaksi dan pembayaran. tanpa harus meminta limit bertambah. bagus sekali. Cuman kebijakan tgl prmbayaran paylater di tetapkan tgl 12. sangat memberatkan. lbh bagus dgn kebijakan sebelumnya. menyesuaikan tgl transaski. trims"
Pengguna Google,1,2020-02-24 02:13:01,"Gak suka sama traveloka, jelek banget sumpah.. Gambar hotel sama aslinyaa beda jauh banget. Udah gitu gak bisa paylater utk hotel. Saat menuju hotelnya juga udah penuh dn kamar hotel beda sama aslinya. Menyesal pake traveloka dn harga2 tiketnya pun mahal2."
Pengguna Google,2,2023-10-05 07:09:23,"Sekarang traveloka tidak pelayanan dan aplikasi nya tidak sebagus dulu,saya beli tiket pesawat tapi bukti checkout tiket yg di pesanan tidak bisa dilihat...jadi gak tau dimana e-tiket yg telah terbit gak bisa di scranshoot..😩😩tolong dong etiket bisa di terbitkan di pesanan nya dong..saya butuh setiap transaksi"
Pengguna Google,1,2022-10-24 16:53:43,"Awal saya instal ini semua baik2 saja,sampai saya ajukan payletter udah dapat limit 1.8jt,2x transaksi pakai payletter limit saya dikurangi jadi 1jt dg alasan ada keterlambatan pembayaran padahal sebelum jatuh tempo pasti sudah saya bayar,alasan kedua ada pemakaian mendadak,saya kalau pakai payletter pasti untuk sesuatu yg mendadak diluar rencana keuangan saya. Kredit apapun selama tidak ada gagal bayar harusnya limit tidak dikurangi atau minimal limitnya tetap."
Pengguna Google,3,2019-10-18 16:38:05,"Kenapa skrg traveloka ga Seperti dulu min, skrg ngisi pulsa aja Mahal terus ga ada nominal kecilnya tolong kembalikan traveloka yang hemat, cepat Dan tanggap saya memilih traveloka karena Beda sama Aplikasi lain, tapi kalo masih Seperti Ini ya terpkasa ke Aplikasi yang lain."
Pengguna Google,5,2018-09-12 20:04:21,"Sangat membantu sekali ketika ada program paylater, dan terima kasih operatornya sudah sangat sabar dan sangat sopan ketika saya telat membayar tetapi mereka tetap ramah dan spam.. Thanks for helping Traveloka..Sukses ya"
Pengguna Google,1,2020-10-31 15:05:17,"Wahhh bener bener, NGECEWAIN BANGET!!!! padahal udh pesan tiket hotel jauh2 hari, seharusnya hariini aku nginep dihotel. Tapi dri pihak hotelnya malah bilang belum dibooking. Hei, Traveloka yang bener dong padahal udh terkenal banyak yg pake banyak yg percaya tpi malah KECEWAIN gni sih?!!! Malah sampek skrng belum ada kepastian lanjut. Kecewa kecewa kecewa!!!!!"
Pengguna Google,1,2021-04-09 09:53:01,"Kecewa sama traveloka, sudah jelas2 saya pesan tiket semalam tanggal 8, setelah pembayaran malah jadi pindah tanggal 15. Untuk pengguna, harap perhatikan lagi bahkan setelah pembayaran sekalipun, cek kembali tanggalnya, dan destinasinya. Saya baru sadar ketika sudah dibandara mau check in, untung saja petugas membantu saya refund tanggalnya dan nambah biaya lagi."
Pengguna Google,1,2020-01-06 16:34:49,Cukup tau aja... Ini terakhir kali saya pake aplikasi yg merugikan ini. Kebijakan refund yang sangat merugikan. Ditambah lagi pake paylaternya tetap tertagih bunganya. Alesannya sistem ..... sistem traveloka emang mengecewakan.
Pengguna Google,3,2019-03-20 06:10:07,"Layanan bagus, makin banyak pilihan, dulu suka pakai traveloka karena banyak diskon, tapi makin kesini diskonnya makin sedikit pilihan, contohnya hotel, dulu selalu ada kupon diskon untuk semua hotel dan segala macam pembayaran, sekarang hanya untuk paylater dan untuk hotel tertentu saja jika tidak menggunakan paylater, saya lebih suka traveloka yang lama. Airasia juga dilepas, padahal salah satu maskapai terbaik yang pernah saya pakai, jadi untuk pesan tiket pesawat saya terpaksa pakai apl lain"
Pengguna Google,1,2020-12-13 06:35:38,Saya gak bisa akses tiket bus... Tiap kali mau lihat pilihan tiket justru stuck dan jd nge blank layar hitam. Kenapa ya? Saya cek penyimpanan data hp saya gk ada masalah yang bisa bikon lemot satu app.
Pengguna Google,1,2021-12-28 19:34:39,"Dear developer, tolong diperbaiki sistem aplikasinya, masa saya ingin cek tiket pulang pergi tidak bisa karena terjadi kesalahan pada sistem. Saya tidak bisa cek tiket untuk pulangnya, sedangkan untuk perginya masih bisa di cek. Mohon di perbaiki sistemnya. Terima kasih."
Pengguna Google,2,2023-06-06 18:23:23,"UI designnya buat bingung, dari segi pelayanannya terlalu lambat tidak sesuai dengan moto (2 reschedule yang dilakukan dalam kurun waktu 6 bulan tidak ada yang beres) Tolong di benahi seluruh aspek yang ada, baik dari segi desain aplikasi agar lebih mudah dan nyaman di gunakan dan dari sistem pelayanan"
Pengguna Google,1,2023-05-09 20:35:26,"Terlalu banyak masalah nie travel loka saya mo refund aj susahnya minta ampun katanya satu jam sebelumnya..giliran saya coba gaguan sistem lagi aduh ,tau tau waktu refund anda habis siet dulu juga hampir sama begitu juga,kapok pake travel loka kapok.jangan lh..mikir2 dlu kalo bisa kapok gak akan pakai apl ini lagi"
Pengguna Google,5,2024-08-27 23:04:41,Terbaiklah sangat mudah dan simple
Pengguna Google,5,2020-08-17 23:33:32,"Pilihan rencana perjalanannya banyak, saya sangat suka sekali dengan user interface dan user experience-nya. Cuma perlu perbaikan pada pelayanan di Contact Service-nya yang cukup lambat, tapi saya maklumi karena sedang Corona. Pilihan pembayaran-nya juga banyak, banyak promo-promo menarik di dalamnya. Seperti semua rencana perjalanan saya bisa direncanakan di Traveloka, mulai dari Pesawat, Kereta, Travel/Shuttle, Tiket Wahana (Dufan, Ancol, Universal Studio, etc.), Kupon Makan ada semua di sini."
Pengguna Google,5,2019-09-10 19:03:19,"Aplikasi pemesanan kesukaan saya nih, mau liburan?? Traveloka dulu 😊😊.. Mantap Traveloka, tingkatkan yah, sukses terus buat Traveloka, semoga ada promo dan harga menarik lain nya.."
Pengguna Google,1,2023-10-06 14:31:17,"Akun traveloka susah untuk diakses, mandeg di logo burung. Harus di uninstal dulu, kemudian instal baru lagi, beberapakali saya mengalami ini. Traveloka jadi tidak nyaman untuk diakses kalau terus menerus seperti itu. Kalau hanya saya (karena perangkat), pasti bukan, karena dari sekian banyak app, HANYA traveloka yang suka ngadat... Ini editan komentar, setelah mendapat jawaban ""maaf bla bla bla.. "" Ngadatnya aplikasi ini masih terjadi. Sepertinya memang sangat berat kalau sudah dipakai"
Pengguna Google,5,2024-07-31 13:07:18,Sangat membantu untuk kita mempermudah dalam pembelian tiket
Pengguna Google,1,2022-06-20 12:58:55,"Mantap loh.. Tapi sekarang traveloka gak pernah kasih voucher lagi.. Awal2 pakai sering kasih voucher, makin sering pakai, malah gak pernah dikasih lagi , harga juga sekarang tidak bisa bersaing dengan aplikasi lain, atau langsung walk in kalau hotel"
Pengguna Google,1,2024-05-24 23:59:39,Sangat mengecewakan pelanggan. pembatalan boking fee karena kesalahan pihak traveloka yang masih membuka kamar sedangkan kenyataan penginapan full dan (refundeble) via paylater tetap dikenakan cas. Sangat merugikan karena bukan kesalahan pelanggan. Kerugian karena itu juga tidak diindahkan traveloka bahkan permintaan maaf juga tidak terlontarkan .Dan tiap hari pelanggan diganggu dengan telpon mengingatkan tagihan tersebut. Sudah diajukan komplain tp tetap pelanggan yang harus membayar!
Pengguna Google,5,2021-04-07 06:09:40,"Ilove traveloka so much!!!❤️ Cara pembayaran nya mudah, pengaplikasian nya mudah, terpercaya.. Cepat, mudah , dan aman hihiy love it so much. Semoga selalu seperti itu ya dan bahkan bisa lebih meningkat lagi dari yg skrg mskipun yg skrg jg udah bagus!✨ Congrats traveloka u did well!!!❤️✨"
Pengguna Google,1,2020-04-08 09:46:23,"Sangat kecewa dengan traveloka! Saya sudah berlangganan bertahun2 dg aplikasi ini. Tapi untuk sekarang sangat jelek kualitasnya! Pelayanan tidak bagus dan mengecewakan pelanggan. Saya pesan tiket dari tanggal 13 maret untuk penerbangan 7 april. Tiba2 ada pemberitahuan bahwa jadwal dirubah, saya ajukan refund dg alasan dampak covid-19 pada tanggal 28 maret. Sampai sudah lewat jadwal penerbangannya tp status refund masih juga belum jelas! Cs di tlp selalu sibuk! Auto hapus Aplikasi ini!!"
Pengguna Google,1,2020-06-18 06:10:21,"3 bulan menunggu refund malah tidak cair sama sekali , dikasih travel credit yg tidak ada guna nya! Org butuh duitnya bukan malah disuruh beli tiket lagi yg uang nya sudah dipotong! Sangat mengecewakan gausah pake aplikasi ini lagi gak mau rugi sama sekali!!"
Pengguna Google,1,2024-03-18 13:26:08,kenapa ada tagihan easy rescedule jika sudah di rescedule tapi tetap membayar tagihan travelokapaylater? minimal kasih warning kalo emang bisa rescedule tapi tetep bayar tagihan yg awal. masa kita terbang sekali tapi bayarnya 2x lipat gara rescedule. tidak recommended guys!!! jgn pake travelokapaylater!!! boncos! saya menyesal make traveloka!!👎👎👎👎 rescedule rasa beli tiket baru tidak ada pengembalian limit. tetep bayar tagihan 2x
Pengguna Google,1,2022-03-03 22:09:14,"Kalau mau beli tiket pesawat sebaiknya langsung saja beli di agen bandara. Saya pesan tiket pesawat beserta biaya test pcr ke medan dari balikpapan. Ternyata 3 orang tersebut batalkan pesanan karena masalah keluarga jadi gak bisa pulang kampung. Padahal bisa saja refund 90% sesuai ketentuan, tapi ternyata yg direfund sedikit dan biaya test pcr tdk termasuk. Masa saya harus call cs dan marah2 dulu baru ditanggapi serius. Chat di aplikasi proses slow & jawaban kaya bot. Sangat menyebalkan."
Pengguna Google,1,2019-02-14 10:24:09,"Sangat buruk, mohon untuk lebih transfaran lagi. Saya reschedule dari hrg awal tiket 1jt dan biaya airline fee 700rb hampir sama dengan harga tiket awal. Tolong diberikan penjelasan secara detail di kebijakan travelokanya, sungguh mengecewakan!!!"
Pengguna Google,1,2021-07-01 22:09:14,"Sangat tidak bertanggung jawab, pesan hotel di aplikasinya ada, ternyata hotelnya tutup, konfirmasi ke pihak traveloka menelpon berulang ulang kali, disuruh tunggu berjam jam tidak ada keputusan. Sangat tidak recomended untuk menggunakan traveloka sekarang. Disarankan gunakan aplikasi lain saja, sebelum kalian rugi uang dan rugi waktu. Semoga bermanfaat untuk yang lain, jangan sampai tertipu seperti saya."
